Temperature,Humidity,"PM2,5",PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
33.80,81.10,7.30,21.30,38.80,22.00,2.35,6.30,693.00,2
23.70,73.30,4.70,19.00,23.00,8.40,1.40,5.50,668.00,1
31.00,78.00,1.50,5.70,20.00,4.70,1.02,11.00,279.00,0
19.40,62.00,13.70,20.10,15.00,5.50,1.11,13.60,475.00,0
48.80,74.50,14.00,35.70,39.00,13.80,2.63,6.20,540.00,3
27.60,66.90,47.10,60.30,32.40,14.00,2.20,3.40,426.00,2
24.90,46.10,3.20,10.40,16.90,4.10,0.94,11.90,242.00,0
42.50,100.60,38.50,52.10,41.30,32.10,2.45,3.00,592.00,3
25.00,48.90,1.80,7.00,17.50,4.10,0.83,15.20,366.00,0
24.00,70.50,1.10,4.10,19.10,7.10,1.03,10.30,584.00,0
27.70,72.60,99.70,102.30,31.20,7.10,1.21,5.20,506.00,1
26.10,48.20,15.70,16.50,17.10,5.30,0.94,11.10,344.00,0
34.80,54.90,13.20,18.90,20.10,11.00,1.63,5.30,385.00,1
35.10,65.70,26.80,41.90,32.50,21.70,1.92,5.60,571.00,2
25.50,68.20,20.40,23.50,13.90,3.20,0.96,10.30,486.00,0
24.50,44.80,21.10,29.10,23.90,6.70,0.95,17.80,491.00,0
40.90,78.50,1.70,21.60,39.60,25.90,2.80,3.40,641.00,3
24.50,78.60,19.20,25.80,13.50,3.10,0.93,11.70,468.00,0
29.30,73.70,1.50,1.90,13.10,3.50,1.07,10.60,455.00,0
29.50,69.60,17.50,26.10,12.00,4.80,1.14,13.70,531.00,0
32.60,63.80,4.60,21.90,20.90,14.50,1.60,7.70,605.00,1
39.40,69.00,7.30,27.60,36.20,4.20,2.19,7.10,428.00,2
25.00,59.90,1.00,5.40,22.60,5.00,1.15,18.40,509.00,0
31.90,93.90,32.70,44.60,38.80,16.70,2.52,3.40,564.00,2
28.60,45.20,6.20,11.40,24.00,3.60,0.93,12.50,212.00,0
34.70,63.40,79.70,92.00,29.90,4.00,1.36,6.10,566.00,1
33.50,79.90,6.80,17.60,33.00,18.30,1.78,6.30,545.00,1
38.10,80.90,20.40,53.00,39.50,26.80,2.27,3.20,613.00,3
28.40,77.50,39.00,55.40,24.20,7.40,2.06,8.00,707.00,2
26.30,62.60,1.10,9.10,15.10,8.70,1.08,12.40,531.00,0
24.40,77.20,12.40,17.70,17.80,6.20,0.94,14.70,330.00,0
29.90,57.90,7.30,9.90,22.60,3.80,1.05,10.10,227.00,0
23.20,61.90,0.90,6.10,26.60,3.90,0.99,11.90,449.00,0
49.00,93.10,12.40,39.70,37.10,24.60,2.66,3.50,820.00,3
22.90,80.00,12.10,18.30,23.80,2.50,1.09,12.80,189.00,0
30.30,88.50,23.40,35.80,19.30,6.50,1.37,6.90,737.00,1
25.80,68.60,18.10,26.00,25.70,5.70,0.81,10.20,351.00,0
34.70,94.50,12.30,31.90,39.80,20.20,1.58,4.40,424.00,2
28.80,75.20,8.80,15.50,25.40,7.30,1.26,8.70,580.00,1
39.50,88.60,48.60,71.00,27.20,21.20,2.43,5.20,693.00,2
25.30,61.90,21.70,28.60,11.20,0.20,0.99,13.40,542.00,0
26.10,51.80,2.70,4.50,18.10,4.90,0.94,10.20,277.00,0
35.10,81.50,1.70,10.90,29.10,11.00,1.48,11.50,337.00,1
26.00,39.50,0.30,9.20,23.10,8.10,0.96,10.50,243.00,0
17.80,84.30,7.50,23.00,27.70,7.90,1.35,7.50,315.00,1
45.60,98.30,28.00,43.80,32.10,14.90,2.18,3.20,680.00,3
33.10,72.70,60.70,73.60,45.60,7.60,1.91,3.80,446.00,2
33.90,65.90,11.60,23.80,25.10,11.20,1.13,7.30,427.00,1
25.30,55.40,7.30,13.20,18.50,3.30,0.89,17.10,214.00,0
23.60,60.70,2.90,6.90,15.80,3.00,1.09,12.40,506.00,0
35.80,90.00,9.00,27.50,37.60,17.10,2.02,4.60,644.00,2
37.10,74.00,3.10,24.90,42.60,10.60,2.08,4.40,406.00,2
29.70,77.90,1.40,16.20,37.00,11.20,2.52,5.60,430.00,2
17.60,72.90,14.10,14.90,26.30,6.40,0.87,14.80,201.00,0
20.30,44.40,1.70,11.60,18.20,3.40,1.16,14.30,407.00,0
29.30,44.40,1.40,5.70,14.40,2.30,0.98,10.10,284.00,0
36.30,88.70,13.50,25.70,29.90,6.70,2.02,4.80,739.00,2
33.00,73.50,14.20,21.90,33.50,3.30,1.55,6.00,582.00,1
26.80,76.20,48.10,54.30,24.50,4.60,1.58,7.50,451.00,1
21.50,59.80,8.60,12.60,20.30,5.50,1.08,10.10,470.00,0
31.10,52.60,23.60,27.80,26.90,4.30,1.56,6.60,416.00,1
30.10,72.00,14.40,19.70,22.70,10.70,1.46,6.40,372.00,1
37.50,64.70,3.50,18.50,25.10,15.90,1.70,7.20,399.00,1
30.30,49.20,50.90,61.10,28.20,6.60,1.39,8.40,425.00,1
41.40,93.00,30.70,45.30,40.30,12.50,1.63,4.20,600.00,2
25.70,57.20,7.50,14.70,14.80,2.60,1.08,14.00,319.00,0
24.10,68.00,2.60,4.70,25.20,8.50,1.18,11.30,580.00,0
26.10,71.30,13.60,17.40,18.20,8.20,0.92,10.40,319.00,0
29.20,61.80,7.60,10.40,26.90,4.40,0.95,10.10,517.00,0
29.20,55.50,43.30,46.80,24.00,8.70,1.53,5.80,640.00,1
27.80,83.60,23.70,37.30,26.10,8.20,1.22,7.40,420.00,1
26.50,69.90,31.70,46.00,21.40,17.20,1.64,9.60,739.00,1
26.40,74.50,23.10,25.70,15.30,5.80,1.03,10.20,239.00,0
33.30,98.70,20.90,36.70,35.10,16.00,1.73,5.10,578.00,2
40.80,91.20,84.90,91.30,46.50,27.70,2.37,8.50,861.00,3
27.80,75.40,8.90,20.80,33.60,4.10,1.31,5.50,626.00,1
21.50,52.50,4.30,13.90,30.00,12.60,1.42,5.00,333.00,1
26.30,64.60,0.60,5.10,14.20,3.40,0.98,10.30,189.00,0
24.80,47.80,37.00,40.90,19.60,6.10,0.93,14.20,557.00,0
25.30,49.40,19.50,32.00,24.90,7.20,1.73,5.80,426.00,1
29.50,83.30,82.20,107.50,25.30,29.00,2.41,5.20,401.00,2
18.90,43.70,3.30,12.70,25.70,5.80,1.78,5.40,432.00,1
38.80,90.80,12.60,20.30,29.30,8.30,1.57,6.90,630.00,1
40.10,95.20,11.50,30.10,34.80,18.60,1.88,5.40,803.00,2
21.70,51.60,7.10,9.70,21.90,2.70,0.96,10.20,247.00,0
22.90,61.90,41.10,54.60,27.50,3.40,1.79,5.60,464.00,1
32.00,50.10,22.70,41.30,22.50,15.10,1.62,8.60,660.00,1
21.70,65.20,26.30,33.30,13.90,2.50,0.96,11.00,278.00,0
29.30,86.80,62.80,74.60,23.60,13.10,1.62,5.10,564.00,1
23.00,41.10,24.80,28.10,18.70,3.40,0.94,10.30,379.00,0
29.40,70.20,28.50,43.50,25.20,17.50,2.04,5.40,421.00,2
24.70,73.90,8.10,16.00,26.40,5.10,0.98,11.00,352.00,0
33.90,94.50,16.60,42.20,41.70,18.50,2.40,8.10,421.00,2
26.50,67.60,18.40,29.00,40.00,12.30,2.17,4.10,598.00,2
30.50,71.80,26.30,33.40,14.40,8.50,1.11,10.30,534.00,0
34.00,82.80,173.20,190.00,26.40,14.10,2.30,7.70,613.00,2
30.90,87.10,17.60,32.20,42.70,19.20,1.88,7.60,511.00,2
23.30,58.40,1.60,7.30,21.40,4.00,1.08,12.30,438.00,0
28.10,76.80,25.40,39.50,15.90,11.10,1.46,5.50,354.00,1
47.10,109.10,7.80,21.90,36.60,27.10,2.72,4.00,563.00,3
30.50,48.50,4.90,8.00,17.40,3.90,0.95,13.80,371.00,0
24.90,83.70,12.10,20.40,30.80,7.60,1.30,7.60,516.00,1
31.60,76.00,3.80,12.50,19.30,6.50,1.56,5.80,317.00,1
30.60,100.80,40.00,65.90,39.00,30.70,3.19,4.10,738.00,3
26.30,59.40,3.90,7.00,18.10,7.70,1.05,10.30,526.00,0
31.50,76.00,3.30,10.10,32.20,9.50,1.44,9.30,389.00,1
24.20,42.10,1.70,7.30,14.00,8.20,1.13,10.30,258.00,0
36.50,86.50,31.40,43.00,44.10,10.90,2.64,3.60,455.00,2
29.60,44.00,3.60,10.20,22.30,7.50,1.11,10.20,484.00,0
33.40,63.90,6.20,10.60,35.00,15.70,1.84,5.20,471.00,2
25.90,78.00,2.00,8.20,17.30,6.30,1.01,10.00,477.00,0
26.40,61.80,41.40,52.30,23.20,2.30,1.74,5.30,499.00,1
33.10,80.30,28.60,49.40,27.80,15.30,1.46,5.60,609.00,1
21.40,49.20,5.40,12.60,20.10,4.10,1.08,14.50,351.00,0
23.60,47.90,4.40,9.80,18.40,4.30,0.95,11.00,319.00,0
30.60,49.50,26.50,30.30,16.70,5.60,1.02,11.40,217.00,0
25.00,56.60,3.90,10.90,16.50,4.00,1.06,11.10,583.00,0
18.00,44.70,18.50,22.80,21.20,9.60,0.99,16.00,470.00,0
24.80,73.60,10.80,13.40,22.10,3.70,1.16,10.40,450.00,0
47.50,101.40,137.00,157.70,50.10,16.50,2.37,5.10,638.00,3
42.90,80.50,3.80,7.10,24.00,9.40,1.30,6.60,553.00,1
24.20,56.40,2.50,12.00,11.70,3.20,0.98,11.60,340.00,0
33.00,68.50,2.30,13.40,31.00,12.80,1.34,5.90,620.00,1
25.50,69.60,8.10,13.50,14.50,7.50,1.12,10.30,313.00,0
35.10,69.40,3.00,3.70,34.90,17.70,1.66,6.60,632.00,2
32.60,59.40,7.20,21.80,31.30,8.60,1.44,16.20,363.00,1
29.20,65.30,5.70,17.20,33.50,17.00,1.54,5.60,295.00,1
26.10,76.90,9.20,15.50,24.20,9.90,1.19,6.50,299.00,1
23.00,69.60,12.60,18.10,25.60,6.10,1.24,10.20,521.00,0
20.40,45.90,4.50,3.20,24.20,6.30,0.90,11.10,214.00,0
44.40,99.70,1.90,4.20,33.40,6.30,2.88,4.90,710.00,3
40.00,71.30,0.50,4.40,14.50,16.10,1.41,5.10,318.00,1
25.50,81.00,1.10,9.90,31.20,12.30,1.77,5.90,572.00,1
28.20,63.80,2.40,7.50,20.90,6.80,0.83,10.60,317.00,0
32.90,47.30,37.90,46.20,20.10,3.90,1.47,10.30,419.00,1
29.80,73.10,4.70,12.90,23.10,12.20,1.44,5.90,682.00,1
29.70,53.00,18.00,30.50,27.80,8.60,1.36,5.10,488.00,1
36.20,80.60,13.90,22.00,28.70,13.30,1.56,7.50,483.00,1
24.20,51.80,13.90,20.70,24.50,4.80,1.02,10.50,582.00,0
33.70,91.20,17.20,29.00,25.10,12.00,1.43,6.30,505.00,1
30.40,59.10,3.90,14.90,28.90,12.30,1.67,5.60,487.00,1
24.80,57.80,8.80,10.50,15.30,4.60,1.05,12.40,430.00,0
17.20,75.70,22.80,29.40,23.70,2.30,1.11,10.70,389.00,0
28.20,71.40,9.20,25.50,34.00,6.20,2.35,3.20,594.00,3
32.40,62.90,7.70,19.60,28.30,6.70,1.38,9.90,562.00,1
25.40,54.50,4.00,9.80,14.80,6.60,1.02,11.00,480.00,0
25.40,62.60,4.20,7.40,18.30,4.50,1.03,10.50,518.00,0
20.50,71.30,4.60,9.70,19.50,7.40,1.07,11.40,298.00,0
25.00,81.30,4.30,7.80,23.10,6.70,1.14,10.10,329.00,0
29.80,76.40,3.50,8.20,22.10,4.90,0.93,11.50,284.00,0
29.40,50.20,0.50,13.40,23.40,7.90,1.64,19.40,448.00,1
32.20,58.70,5.00,15.00,33.90,7.30,1.64,6.80,516.00,1
18.60,75.30,3.50,10.00,11.60,2.60,0.98,11.90,375.00,0
39.90,83.60,11.80,39.40,46.90,27.60,1.90,6.80,438.00,2
21.90,52.70,7.30,13.70,26.90,5.80,1.16,12.20,232.00,0
34.00,75.90,10.00,18.00,30.40,5.20,1.57,5.20,356.00,1
24.10,72.60,15.90,18.30,14.80,4.30,1.15,12.50,317.00,0
24.60,55.10,2.80,9.70,19.90,7.00,0.93,10.60,448.00,0
25.80,89.60,3.60,6.30,18.10,10.70,1.59,7.90,467.00,1
24.80,67.20,20.90,23.50,22.00,5.80,0.92,12.50,255.00,0
35.40,81.50,4.60,17.80,37.60,11.70,1.90,3.60,488.00,2
21.80,71.20,17.00,21.40,20.40,8.40,0.92,11.50,311.00,0
24.20,59.30,5.40,7.70,28.50,4.20,0.99,12.20,569.00,0
38.30,58.40,86.60,92.80,31.40,10.00,1.66,5.60,527.00,1
27.80,86.20,4.00,17.40,22.20,11.00,1.57,5.30,662.00,1
33.80,72.10,3.70,18.30,29.70,6.80,1.16,5.90,625.00,1
30.90,90.70,38.70,52.00,37.00,3.60,1.65,5.30,451.00,1
24.90,74.30,12.80,15.10,19.20,7.20,0.96,10.30,496.00,0
25.30,45.00,15.50,21.40,22.50,4.90,1.02,10.90,334.00,0
30.90,57.80,15.30,28.10,26.50,10.60,1.35,5.10,380.00,1
21.00,48.00,10.50,14.30,22.30,6.90,1.08,13.50,555.00,0
29.30,50.00,31.70,36.70,33.80,8.50,1.46,5.30,642.00,1
27.00,54.90,1.50,5.60,16.10,3.50,0.96,11.60,482.00,0
37.80,77.80,7.10,22.80,32.20,6.80,1.59,5.30,399.00,1
33.50,78.00,9.10,30.00,38.10,10.90,2.08,3.70,539.00,2
36.90,83.10,8.90,34.80,52.10,1.50,2.89,3.30,648.00,3
29.00,51.20,7.60,16.00,30.60,15.20,1.48,5.80,660.00,1
25.90,62.20,6.70,11.00,24.70,2.60,1.07,12.40,386.00,0
34.00,64.20,14.60,32.30,47.40,8.80,1.47,5.10,434.00,2
24.30,61.40,16.60,22.30,13.50,3.70,1.04,10.20,226.00,0
26.00,54.60,3.90,10.00,23.60,4.30,1.11,11.40,298.00,0
29.40,53.60,5.60,15.90,28.90,8.50,1.61,8.90,384.00,1
27.50,66.20,1.80,7.00,27.20,7.30,1.06,11.30,326.00,0
23.10,64.30,3.90,18.30,29.50,13.80,1.50,8.30,444.00,1
22.20,61.20,2.40,5.80,21.60,3.80,1.13,11.50,459.00,0
34.90,69.90,10.70,17.50,23.00,12.00,1.28,6.90,720.00,1
23.80,88.20,4.50,18.40,30.80,18.00,1.94,3.40,409.00,2
26.80,79.80,15.10,33.00,28.60,14.60,1.56,4.20,367.00,2
24.60,47.10,17.30,23.00,14.80,5.50,1.05,12.80,412.00,0
40.70,108.70,41.10,79.60,38.80,21.00,2.07,2.70,803.00,3
26.00,72.80,3.40,10.20,25.10,-0.20,1.05,12.50,437.00,0
22.10,53.10,4.00,9.90,19.30,6.00,1.03,10.10,292.00,0
27.40,41.00,12.90,18.90,23.70,4.20,1.01,12.20,264.00,0
28.80,59.90,17.00,23.50,34.50,23.50,1.63,8.70,446.00,2
36.60,69.90,46.00,59.10,46.10,6.60,1.84,3.60,649.00,2
33.70,85.00,5.40,21.50,34.20,9.50,1.10,7.50,687.00,1
20.50,47.40,1.40,6.60,17.70,6.60,1.08,13.20,427.00,0
30.80,60.80,12.60,21.90,21.10,7.10,1.33,5.50,596.00,1
36.80,60.00,10.10,30.60,27.60,8.90,1.73,3.70,762.00,2
25.40,74.30,6.00,7.10,19.90,4.20,1.09,10.80,483.00,0
32.90,84.60,4.30,1.90,29.80,3.90,1.87,4.00,723.00,2
27.10,63.00,1.70,5.20,25.00,4.90,1.02,11.40,583.00,0
28.10,69.00,0.50,2.80,19.50,6.90,1.06,11.80,491.00,0
26.00,63.60,26.70,44.60,27.60,6.80,1.38,6.50,444.00,1
26.30,60.50,10.00,18.90,24.60,3.70,0.97,10.10,459.00,0
32.80,53.20,8.10,24.50,26.30,11.20,1.61,5.40,363.00,1
33.30,98.30,36.10,67.40,50.40,2.10,2.52,2.90,494.00,3
32.20,103.10,31.80,39.90,34.30,7.30,1.58,4.90,402.00,2
37.00,76.10,131.30,145.50,57.30,24.30,2.94,7.60,702.00,3
23.20,73.30,0.40,16.20,26.70,7.70,1.93,5.90,543.00,1
30.50,76.00,30.70,48.80,25.30,3.30,1.56,7.30,721.00,1
30.90,82.00,58.60,79.40,36.70,12.10,2.38,5.70,793.00,2
29.90,68.70,0.50,7.00,11.90,7.50,0.87,13.90,547.00,0
28.90,48.70,12.10,18.50,20.30,6.40,1.03,10.00,499.00,0
41.50,96.70,30.70,47.90,34.00,15.80,2.02,3.40,584.00,2
38.90,66.70,49.10,54.00,26.60,16.70,2.39,5.30,758.00,2
24.70,85.30,10.80,24.60,39.90,9.70,2.08,15.50,638.00,2
40.90,75.90,80.50,74.70,34.00,27.40,3.48,3.50,805.00,3
25.00,67.90,37.70,41.80,28.70,3.50,1.59,5.10,477.00,1
30.40,64.00,9.30,10.30,35.00,4.90,1.57,5.60,708.00,2
25.70,51.50,27.70,30.90,15.10,6.70,1.02,12.00,360.00,0
36.00,97.30,11.00,20.80,28.50,20.70,1.87,3.90,795.00,2
27.30,43.50,36.10,38.60,21.80,7.20,1.06,19.70,479.00,0
26.30,45.30,5.80,14.00,18.30,2.80,0.96,12.20,411.00,0
17.40,45.00,1.80,5.90,20.40,5.70,0.86,10.50,311.00,0
36.00,43.90,64.70,76.10,31.10,7.70,1.34,5.10,488.00,1
30.70,80.40,5.40,12.40,24.50,12.90,1.22,5.30,639.00,1
20.40,69.80,37.40,42.30,17.50,3.20,0.86,16.50,494.00,0
32.20,91.30,0.30,26.50,19.70,27.90,1.88,3.30,661.00,2
37.00,74.40,89.90,114.30,28.00,15.40,1.85,6.30,634.00,2
21.80,77.80,4.00,9.10,15.50,8.40,0.98,11.50,273.00,0
34.30,89.50,9.40,15.60,28.40,9.40,1.48,6.00,505.00,1
32.20,76.40,0.00,10.30,24.00,11.00,1.49,5.90,347.00,1
20.40,92.40,1.00,19.50,36.50,22.60,2.62,9.00,494.00,2
27.70,76.80,5.80,13.60,24.40,4.50,0.92,11.30,544.00,0
27.90,82.50,8.30,24.20,29.00,9.40,1.78,5.60,349.00,1
26.10,54.20,15.80,21.10,15.30,5.20,0.98,10.00,427.00,0
27.30,72.60,2.70,8.00,13.30,5.30,1.19,10.00,327.00,0
23.70,67.30,10.30,17.70,24.60,2.60,1.01,15.80,488.00,0
32.80,96.00,26.50,42.40,29.40,15.20,3.07,8.60,646.00,3
23.30,57.50,90.30,114.30,27.70,26.60,2.15,5.10,494.00,2
25.10,60.10,3.70,9.40,11.50,6.50,0.77,10.20,313.00,0
23.10,57.10,1.00,6.90,22.80,5.60,0.94,12.00,535.00,0
34.40,90.80,12.50,27.00,29.40,9.80,1.47,11.00,477.00,1
27.40,67.20,86.20,86.50,18.80,9.90,1.29,5.10,354.00,1
24.50,61.30,1.70,5.20,22.30,4.80,0.97,10.80,548.00,0
25.30,88.70,50.10,65.40,39.00,16.60,1.98,5.10,696.00,2
45.90,66.10,2.50,19.20,33.80,27.70,2.12,5.50,472.00,2
36.70,71.80,47.70,56.70,28.80,18.00,1.57,7.60,702.00,1
43.20,72.50,13.60,41.50,37.60,24.40,2.79,2.60,870.00,3
29.80,80.80,10.40,14.90,17.10,-0.40,1.53,5.70,502.00,1
28.80,74.70,30.40,35.40,22.50,5.40,1.91,6.10,482.00,1
25.40,75.40,33.40,35.50,31.40,9.40,1.80,5.80,600.00,1
29.90,63.30,3.80,16.00,24.20,7.90,1.42,8.90,710.00,1
30.30,72.50,5.70,11.20,16.60,4.40,1.21,11.60,305.00,0
22.70,68.40,3.20,7.70,15.60,7.10,1.05,10.20,409.00,0
18.40,60.60,3.00,8.40,16.60,7.30,1.04,10.20,444.00,0
23.60,68.70,8.30,13.70,19.70,4.10,0.95,11.20,255.00,0
27.10,66.50,14.80,29.80,35.60,15.60,1.99,3.30,577.00,2
38.50,79.80,70.60,88.10,36.10,9.80,1.86,4.60,565.00,2
30.40,60.10,0.90,14.10,27.20,12.10,1.26,5.60,641.00,1
27.30,45.80,3.80,7.80,19.30,7.10,0.99,11.70,312.00,0
43.30,62.80,8.00,21.70,31.10,10.20,2.51,4.70,429.00,2
28.90,49.40,12.90,18.50,18.50,4.70,0.89,10.10,461.00,0
38.10,63.00,41.20,57.70,30.50,24.30,2.38,3.90,537.00,2
36.50,81.60,6.10,19.40,29.00,20.50,1.92,4.20,690.00,2
26.00,64.50,10.40,15.50,25.20,3.10,0.98,5.30,359.00,1
38.20,82.10,8.40,26.50,24.60,7.40,2.60,5.20,696.00,2
24.40,75.50,16.10,20.40,25.30,5.10,0.86,11.30,357.00,0
29.20,45.90,1.90,10.90,29.40,5.50,1.10,6.10,647.00,1
27.40,67.40,10.80,32.60,51.60,25.20,2.88,2.60,846.00,3
25.00,72.60,1.50,6.90,19.00,5.70,0.94,14.80,407.00,0
22.00,51.90,5.50,9.80,15.00,7.30,0.88,12.00,601.00,0
46.80,91.00,0.20,17.00,55.20,19.50,2.36,2.50,587.00,3
27.10,63.00,15.90,18.50,15.70,6.90,0.96,10.30,383.00,0
30.80,55.60,15.00,22.30,22.00,15.90,1.64,6.10,451.00,1
27.80,67.10,0.40,4.60,22.40,4.30,1.05,11.20,371.00,0
30.70,64.60,7.90,23.10,30.70,19.00,1.39,16.60,399.00,1
24.00,68.70,18.60,31.10,30.60,7.30,1.44,6.00,588.00,1
25.30,75.60,2.80,5.90,23.80,6.40,1.12,10.10,299.00,0
40.60,93.30,21.50,48.70,19.00,14.20,1.85,6.30,464.00,2
34.40,65.10,48.40,58.50,29.60,7.80,1.27,7.10,435.00,1
34.00,58.30,36.60,52.40,28.40,5.30,1.49,6.90,499.00,1
28.50,49.40,1.00,5.90,16.60,5.60,0.93,10.60,328.00,0
30.60,51.10,8.30,10.10,23.10,5.70,1.11,15.00,221.00,0
30.00,89.00,9.20,30.20,29.70,17.50,1.83,8.20,428.00,2
27.80,47.60,31.60,35.30,21.80,6.40,1.13,14.00,591.00,0
21.00,44.00,2.60,8.80,25.20,5.70,0.95,17.20,488.00,0
25.60,57.70,10.00,15.80,22.10,2.50,0.98,15.40,470.00,0
23.80,67.90,15.30,19.20,25.00,5.10,0.97,10.00,366.00,0
25.20,71.30,30.40,36.00,14.70,4.80,0.94,11.20,432.00,0
35.20,71.80,12.20,25.70,28.00,7.10,1.27,7.80,327.00,1
33.80,89.30,14.10,25.30,23.00,11.30,1.33,9.10,671.00,1
25.50,47.40,9.50,8.90,25.20,5.90,1.24,10.60,404.00,0
31.70,75.70,29.70,43.10,19.50,2.20,1.25,6.40,685.00,1
38.70,116.90,33.10,53.60,46.00,26.20,2.46,8.20,834.00,3
31.20,93.70,6.30,10.90,19.00,14.20,1.51,7.10,344.00,1
27.30,74.80,10.30,10.90,14.20,6.30,1.04,18.70,577.00,0
26.10,46.80,7.80,14.10,24.90,4.60,1.03,13.50,603.00,0
47.80,70.20,35.40,55.10,35.30,22.90,2.07,3.30,607.00,3
50.60,96.30,42.00,61.60,33.60,33.90,1.97,3.00,477.00,3
31.90,77.10,7.30,16.90,25.40,11.30,1.56,6.30,471.00,1
25.00,45.70,0.10,3.60,14.30,7.90,1.03,10.70,316.00,0
39.30,74.80,28.10,49.30,33.00,21.30,1.84,3.80,730.00,2
27.60,51.20,7.00,14.80,19.60,6.10,0.98,18.20,315.00,0
22.50,43.60,11.80,16.30,13.20,5.40,0.99,10.50,307.00,0
22.80,65.30,6.60,13.30,14.70,6.70,1.03,11.30,318.00,0
38.80,60.70,0.30,16.00,35.30,24.90,2.00,7.20,596.00,2
21.20,55.60,3.40,5.40,25.20,2.80,0.88,11.30,404.00,0
27.20,82.50,18.70,37.10,32.50,14.50,1.96,4.50,544.00,2
24.50,59.10,35.90,46.40,36.80,22.70,1.83,3.50,562.00,2
30.20,48.60,6.90,15.80,19.70,9.40,1.57,5.20,598.00,1
55.00,63.00,29.40,49.30,35.50,25.70,2.49,2.70,785.00,3
24.90,76.20,49.00,54.70,13.80,10.50,1.30,7.40,664.00,1
28.70,58.30,32.90,45.60,26.70,13.60,1.60,7.30,352.00,1
26.30,80.10,3.20,9.70,20.20,6.00,1.03,12.50,269.00,0
20.60,63.50,14.10,23.50,30.00,8.30,1.54,6.10,646.00,1
33.10,66.10,21.10,41.60,27.90,17.70,2.23,3.40,733.00,2
42.40,97.90,28.00,53.60,36.90,29.40,1.72,4.90,665.00,2
34.00,83.10,10.50,25.80,22.60,5.70,1.28,5.40,522.00,1
34.70,61.00,9.40,29.90,22.00,18.70,1.70,5.80,466.00,2
28.70,53.90,18.30,20.40,25.70,7.50,0.98,11.20,406.00,0
28.10,85.30,1.60,18.30,32.00,7.50,1.37,7.90,521.00,1
27.90,76.50,4.00,10.10,11.60,4.20,1.12,11.20,267.00,0
18.50,61.30,5.60,8.90,21.50,7.20,0.86,10.80,226.00,0
19.20,51.90,6.30,10.60,20.90,7.70,1.10,10.10,500.00,0
23.00,65.60,3.90,8.20,23.80,5.80,1.08,10.50,285.00,0
40.10,93.50,51.10,54.60,27.70,13.80,2.16,8.40,400.00,2
20.20,54.90,10.90,16.60,12.10,7.80,1.14,10.20,534.00,0
24.70,43.20,5.30,11.20,13.70,1.40,1.01,10.10,552.00,0
26.60,58.50,30.60,34.30,25.20,3.70,1.04,12.10,341.00,0
36.80,87.20,41.40,57.00,35.90,20.60,1.70,3.60,749.00,2
32.30,74.50,7.40,9.90,24.20,17.80,1.67,5.10,611.00,1
27.60,51.70,16.90,24.50,19.40,6.10,0.81,10.10,306.00,0
30.20,70.30,4.30,17.10,17.90,14.70,1.41,5.50,401.00,1
40.00,63.20,14.90,24.00,27.40,7.00,1.51,6.40,569.00,1
24.10,70.40,8.10,15.70,21.70,3.40,1.04,10.20,223.00,0
39.00,92.40,1.70,3.60,31.70,4.80,1.19,7.00,428.00,1
19.30,41.70,15.20,21.30,21.50,7.60,0.85,13.20,255.00,0
26.60,44.60,16.50,21.60,17.10,6.60,0.98,13.70,555.00,0
33.70,80.90,9.60,26.40,30.50,22.00,2.76,4.30,446.00,2
18.60,49.80,14.00,18.60,23.30,4.40,0.77,10.00,262.00,0
34.60,67.90,29.70,53.80,28.90,18.90,2.55,2.70,746.00,3
21.80,60.70,0.00,4.60,22.30,3.90,1.04,12.20,333.00,0
21.30,63.90,6.10,8.00,25.70,15.70,1.35,8.00,610.00,1
28.70,45.30,42.80,47.40,11.70,2.90,1.04,19.30,577.00,0
28.90,52.70,0.30,6.50,15.70,5.70,1.14,11.90,568.00,0
57.80,108.40,3.10,11.20,51.50,19.40,2.08,3.00,537.00,3
22.90,78.50,6.70,9.70,15.90,2.20,0.99,10.00,249.00,0
27.40,54.40,6.20,10.00,24.70,4.20,0.92,12.00,339.00,0
22.60,66.20,3.10,8.00,16.80,7.10,0.84,10.40,321.00,0
27.00,58.10,8.50,12.20,25.80,5.50,0.99,17.80,324.00,0
28.10,78.10,30.40,38.60,33.90,7.90,1.35,8.70,465.00,1
34.30,99.60,14.30,24.70,32.20,13.60,1.89,6.80,487.00,2
38.60,92.30,37.80,55.30,40.90,16.30,2.65,2.60,564.00,3
30.30,92.70,2.20,15.30,21.00,6.80,1.80,6.60,511.00,1
23.60,72.30,0.80,13.80,26.40,11.00,1.68,6.20,543.00,1
26.10,48.00,17.30,22.30,18.60,2.00,1.02,11.20,313.00,0
31.90,73.30,11.10,21.80,15.10,7.20,1.54,7.40,543.00,1
32.20,62.20,23.60,32.00,32.80,10.10,1.54,9.00,685.00,1
23.70,61.50,19.40,25.00,11.80,0.90,1.18,12.00,333.00,0
30.20,53.60,47.40,60.00,23.30,13.50,1.61,5.20,529.00,1
30.20,71.70,18.30,29.40,16.10,8.90,1.48,5.50,479.00,1
29.80,72.40,13.40,19.90,13.00,3.90,1.06,10.50,568.00,0
28.10,50.30,3.80,14.10,21.00,12.70,1.52,6.30,496.00,1
38.10,65.70,16.60,34.50,23.90,5.80,1.97,5.50,607.00,2
